Gene.name,HGNC.symbol
Ldb1,LDB1
Eri3,ERI3
Srpk3,SRPK3
Izumo1r,IZUMO1R
Cwf19l2,CWF19L2
Fam117b,FAM117B
Cdkn2aipnl,CDKN2AIPNL
Dppa2,DPPA2
Carmil2,CARMIL2
Mir154,MIR154
Gapvd1,GAPVD1
Ikbkg,IKBKG
Gimap7,GIMAP7
Vps26a,VPS26A
Med30,MED30
Sec11a,SEC11A
Ankrd6,ANKRD6
Dnph1,DNPH1
Ubqlnl,UBQLNL
Ganc,GANC
Hgsnat,HGSNAT
Skida1,SKIDA1
Tacc2,TACC2
4833439L19Rik,KIAA1191
Ppp1r12a,PPP1R12A
Otoa,OTOA
Mindy2,MINDY2
Mycn,MYCN
Larp1b,LARP1B
Stoml1,STOML1
Rpp25l,RPP25L
Ksr1,KSR1
Tcf15,TCF15
Ripk2,RIPK2
Pex13,PEX13
Helz,HELZ
Zfp41,ZFP41
Notch1,NOTCH1
Senp7,SENP7
Tdrd12,TDRD12
Fscn3,FSCN3
Mtbp,MTBP
Nop10,NOP10
Hsf1,HSF1
Fbxo31,FBXO31
Gab2,GAB2
Slc18a2,SLC18A2
Afm,AFM
Prdm8,PRDM8
Rab12,RAB12
Rps6ka2,RPS6KA2
Nkg7,NKG7
1700037C18Rik,C16orf90
Dipk2b,DIPK2B
Ankrd13a,ANKRD13A
Gda,GDA
Mir133b,MIR133B
Mapk8ip2,MAPK8IP2
Snord15b,SNORD15B
Gm26203,RNU6-130P
Gm26203,RNU6-1197P
Il27,IL27
Sucnr1,SUCNR1
Nt5c2,NT5C2
Tbc1d2,TBC1D2
Lnpep,LNPEP
Hsdl1,HSDL1
Foxo3,FOXO3
Rnf141,RNF141
Cpsf3,CPSF3
Tmem125,TMEM125
Nubp2,NUBP2
Snord73a,SNORD73A
Katnal2,KATNAL2
Nsfl1c,NSFL1C
Slc2a8,SLC2A8
Tbc1d23,TBC1D23
Thoc5,THOC5
Prm3,PRM3
Agmat,AGMAT
Clec11a,CLEC11A
Zc3h14,ZC3H14
Man1a,MAN1A1
Dnah12,DNAH12
Adamtsl2,ADAMTSL2
Slc8a2,SLC8A2
Pla2g10,PLA2G10
Rbm19,RBM19
Nexmif,NEXMIF
Gpr37,GPR37
Lynx1,LYNX1
Topbp1,TOPBP1
Cdh11,CDH11
Rraga,RRAGA
Zfp352,KLF18
Cuedc2,CUEDC2
Dnajc5g,DNAJC5G
Akr1b3,AKR1B1
Ankrd55,ANKRD55
Puf60,PUF60
Dpy19l3,DPY19L3
Evc2,EVC2
Kcmf1,KCMF1
Eml5,EML5
Slc26a2,SLC26A2
Egf,EGF
Pars2,PARS2
Tshb,TSHB
Ydjc,YDJC
Tubb4a,TUBB4A
Herpud2,HERPUD2
Nipal1,NIPAL1
Ncoa7,NCOA7
Arg2,ARG2
Nrxn2,NRXN2
Ssbp1,SSBP1
Il2rg,IL2RG
Zfp524,ZNF524
Foxp2,FOXP2
Tbl1x,TBL1X
Mcoln2,MCOLN2
Tmem190,TMEM190
Sox30,SOX30
Mcoln3,MCOLN3
Ascl1,ASCL1
Dmrtc2,DMRTC2
C8g,C8G
Gapdhs,GAPDHS
P3h2,P3H2
Extl1,EXTL1
Mapk8ip1,MAPK8IP1
Gdf6,GDF6
Pdzd2,PDZD2
Eif3l,EIF3L
Igfbp6,IGFBP6
Lrrc8d,LRRC8D
Ccdc22,CCDC22
Dcaf13,DCAF13
Slc2a6,SLC2A6
Fblim1,FBLIM1
Rnase12,RNASE12
Rgma,RGMA
Brcc3,BRCC3
Fig4,FIG4
Nfia,NFIA
Bag1,BAG1
Rec114,REC114
H1f0,H1-0
Gm26403,RNU6-793P
Gm26403,RNU6-1088P
1700094D03Rik,C1orf189
Nkain1,NKAIN1
Aadacl2,AADACL2
Gm23196,RNU6-1016P
Gm4356,GNG5P2
Mindy4b-ps,MINDY4B
Ttll2,TTLL2
Gm23101,RNU1-54P
Gm23545,RNU6-178P
Gm23545,RNU6-519P
Gm34653,B3GALT9
1700011M02Rik,FAM236A
1700011M02Rik,FAM236D
Col6a5,COL6A5
Mia,MIA-RAB4B
Mia,MIA
Gm24837,SNORD121A
Nynrin,NYNRIN
Mir652,MIR652
Gm25784,RNU6-935P
Ankub1,ANKUB1
Bcl2l2,BCL2L2
Snrnp40,SNRNP40
Gm24836,RNU6-834P
Snora64,SNORA64
Eid1,EID1
Rpl36a,RPL36A-HNRNPH2
Fam177a2,FAM177A1
Anapc15-ps,ANAPC15
Ubtfl1,UBTFL1
Snora43,SNORA17B
Trim61,TRIM61
Gm22675,RNU6-740P
Atxn7l3b,ATXN7L3B
Gm22266,SNORA17A
5730409E04Rik,C1orf216
Alkbh1,ALKBH1
Gm22956,RNU4-25P
Trappc2,TRAPPC2B
Trappc2,TRAPPC2
Ighv8-8,IGHV2-26
A730046J19Rik,SERTM2
Gm23350,RNU6-530P
Mog,MOG
Mir675,MIR675
Gabrr3,GABRR3
Gm25563,RNU6-318P
Pdzd8,PDZD8
Gm23130,SNORD101
Rbm15b,RBM15B
Gm24892,RNU6-188P
EPPK1,EPPK1
Rnu7,RNU7-125P
Gm29776,LMLN2
Gm24958,SNORD125
Tpbgl,TPBGL
Gm47290,RNU6-102P
Mpv17,MPV17
Mlycd,MLYCD
Dchs2,DCHS2
Topaz1,TOPAZ1
Dnlz,DNLZ
Olfr592,OR52J3
Ccl27b,CCL27
Nim1k,NIM1K
Dpm1,DPM1
Mocs3,MOCS3
Gm22193,SNORD111B
Gm10591,CCL21
Gm23661,RNU2-29P
Gm45015,ZCCHC18
Gm45015,ZCCHC12
Calhm1,CALHM1
Aadacl3,AADACL3
0610012G03Rik,NCBP2AS2
Gm24537,RNU6-782P
Gm22205,SNORD114-24
Olfr646,OR52D1
Dact3,DACT3
Ms4a18,MS4A18
Gm24067,SNORD105
Eif4e3,EIF4E3
Tmem250-ps,TMEM250
Mir708,MIR708
Clec2l,CLEC2L
L1td1,L1TD1
Bnip3,BNIP3
Ttpa,TTPA
1110065P20Rik,C1orf122
Gm22148,RNU6-218P
Ccdc47,CCDC47
Trav3-3,TRAV5
Gm37240,ARFIP1
Mir671,MIR671
Eloc,ELOC
H2bc9,H2BC14
Ighv5-4,IGHV8-51-1
Mir592,MIR592
Gm26418,SNORA10
Tmem151b,TMEM151B
C030006K11Rik,C8orf82
Zfp82,ZFP82
Gm22591,RNU6-1184P
Arfgef2,ARFGEF2
Flg,FLG
Ms4a14,MS4A14
Olfr635,OR51Q1
Gm29797,C20orf204
Gm9844,TMSB10
Gm22381,RNU6-1115P
Gm22381,RNU6-95P
Sbk3,SBK3
Ighv3-8,IGHV4-31
Ighv3-8,IGHV4-39
Ighv3-8,IGHV4-59
Smim41,SMIM41
Znhit6,ZNHIT6
Cox7a1,COX7A1
Gm12394,FAM205A
Wdr92,WDR92
Tufm,TUFM
Lamtor3,LAMTOR3
Klhl33,KLHL33
Olfr275,OR13F1
Mir668,MIR668
Gm35060,TEX51
Gm23022,RNU2-62P
Ccdc152,CCDC152
Gm27449,RNU6-1225P
Gm26461,RN7SL151P
Gm26461,RN7SL435P
Ube2n,UBE2N
Rpl39,RPL39
Gm44503,DNAAF4
Igkv17-121,IGKV5-2
Mir511,MIR511
Osgin1,OSGIN1
Mir199b,MIR199B
Gm22491,RNU6-987P
RPS6KA4,RPS6KA4
Gm7073,CXorf66
Psme2b,PSME2
Gm42957,ITGA10
Rtl9,RTL9
Phldb3,PHLDB3
F8a,F8A1
F8a,F8A2
Yae1d1,YAE1
Snord107,SNORD107
Trbv20,TRBV20-1
Trbv20,TRBV20OR9-2
Gm25875,RNU6-628P
Efcab7,EFCAB7
Gm24839,RNU6-163P
Fign,FIGN
Pde11a,PDE11A
C5ar2,C5AR2
Arrdc3,ARRDC3
Cenpw,CENPW
Zglp1,ZGLP1
1500009L16Rik,C12orf75
Gm23991,SNORD88C
Capns2,CAPNS2
Snord67,SNORD67
Ccdc85b,CCDC85B
Lsm5,LSM5
Gm22764,RNU6-72P
Kantr,KANTR
St6galnac4,ST6GALNAC4
Gm49425,KRT85
Ighv7-1,IGHV3-49
Brms1,BRMS1
Naaladl2,NAALADL2
Gm25217,RNU6-516P
Snord12,SNORD12
Hmgcs1,HMGCS1
Defb43,DEFB131A
Gm23167,RNU6-432P
Nxpe3,NXPE3
Galntl6,GALNTL6
Frg2f1,FRG2B
Spint3,SPINT3
Dcst2,DCST2
Kcnip3,KCNIP3
Rnf212b,RNF212B
Gm22451,RNU2-53P
Gm23032,RNU6-948P
Klk5,KLK5
Wfdc3,WFDC3
Mymx,MYMX
Abhd12b,ABHD12B
Ube2d2a,UBE2D2
Riok2,RIOK2
Ugt2a1,UGT2A1
Gm26254,RNU4-5P
Snora68,SNORA68
Gm23312,RNU6-391P
Abracl,ABRACL
Pou5f2,POU5F2
Snord98,SNORD98
Galr3,GALR3
Cpt1b,CPT1B
Tm4sf19,TM4SF19-DYNLT2B
Snord8,SNORD8
Tmem8b,TMEM8B
Aoc2,AOC2
Mir147,MIR147B
Lime1,LIME1
Trbv23,TRBV23-1
Gm22733,RNU6-1277P
Gm22733,RNU6-769P
Selenoi,SELENOI
Bpifb4,BPIFB4
Gm37797,MARCOL
Gm5485,C3orf85
Igkv11-125,IGKV1-5
Gm24299,SNORD5
Adh6b,ADH6
Bin2,BIN2
Prdm12,PRDM12
Gm23201,SNORD12B
Gm22953,MIR1282
Cfap77,CFAP77
Gm25622,RNU6-220P
Gm24851,RNU6-216P
Gm24851,RNU6-1328P
Gm24851,RNU6-1025P
Gm24851,RNU6-238P
Cd80,CD80
Haus5,HAUS5
Klhdc7b,KLHDC7B
Gm24635,RNU4-22P
Spc24,SPC24
Tmem203,TMEM203
Heg1,HEG1
Tmigd3,TMIGD3
Olfr656,OR52P1P
Shprh,SHPRH
Bsph1,BSPH1
Gm22589,SNORD84
Mgam2-ps,MGAM2
Heatr4,HEATR4
Gm25014,RNU6-437P
Gm26079,SNORA49
Taar8a,TAAR8
G6pc,G6PC1
Olfr675,OR52E6
Olfr675,OR52E8
Hspa12b,HSPA12B
Shisa8,SHISA8
Gm23434,RNU6-129P
Fdx2,FDX2
Olfr994,OR5AK3P
Foxl1,FOXL1
Gm25269,RNU6-153P
Cphx1,CPHXL
Snora24,SNORA24
AI593442,C11orf87
Gm22212,RNU6-277P
Mir876,MIR876
Snord100,SNORD100
Vps28,VPS28
Trav1,TRAV1-1
Trav1,TRAV1-2
Pabpc4l,PABPC4L
Zfx,ZFX
Tmem61,TMEM61
Khdc3,KHDC3L
Rbmxl2,RBMXL3
Gm24016,SNORD54
Olfr723,OR4L1
Trbv4,TRBV3-1
Hpse2,HPSE2
Gm24289,SCARNA14
Gpank1,GPANK1
Mir301b,MIR301B
Iglv3,IGLV4-69
Iglv3,IGLV4-60
Tnfaip8l3,TNFAIP8L3
AF357425,SNORD113-6
Sco2,SCO2
Med12,MED12
Rad54b,RAD54B
Gm24119,SNORA53
Slc6a16,SLC6A16
Scn9a,SCN9A
Colca2,COLCA2
Gcnt4,GCNT4
Gal3st4,GAL3ST4
Gm24775,RNU6-412P
Mafb,MAFB
Mir665,MIR665
Klkb1,KLKB1
Gm25609,RNU6-1165P
Gm25609,RNU6-898P
Fsip2,FSIP2
Olfr65,OR51B6
Cass4,CASS4
Gm26101,RNU6-861P
Cep295nl,CEP295NL
Gm23210,RNU6-897P
Gm20521,BCL2L2-PABPN1
Btc,BTC
Esrp2,ESRP2
Gm25049,RNU6-237P
Gm24336,SNORA12
C1qtnf5,C1QTNF5
Gm22984,RNU2-23P
Gm22984,RNU2-3P
Nrarp,NRARP
Gm23331,RNU6-889P
Gm25565,RNU6-1136P
Mir124a-2,MIR124-2
Gm29609,GTF3C2
Gm25416,RNU6-717P
Gm22701,RN7SL396P
Gm22701,RN7SL617P
Gm23540,RNU1-58P
Gm25623,RNU6-550P
H2bc14,H2BC5
Snord23,SNORD23
Gm25970,SNORD127
Insyn2a,INSYN2A
Gm23008,SNORD105B
Erich2,ERICH2
Fnbp1,FNBP1
Nps,NPS
Rad51ap2,RAD51AP2
Gm22649,RN7SL381P
Gm22649,RN7SL493P
Olfr678,OR52E5
Gm20390,NME1-NME2
Myh15,MYH15
Wdr88,WDR88
Snora15,SNORA15
Snora15,SNORA15B-2
Snora15,SNORA15B-1
Adh1,ADH1B
Adh1,ADH1C
Adh1,ADH1A
Dnajb14,DNAJB14
Tmem243,TMEM243
Lrrc31,LRRC31
Gm23390,RNU6-261P
Gm23390,RNU6-1325P
Gm614,CXorf65
Gm50092,SRRM5
Fam170b,FAM170B
Nwd2,NWD2
Fam228a,FAM228A
4933424G06Rik,C2orf92
Lenep,LENEP
Mir193b,MIR193B
Rc3h2,RC3H2
Dpep2nb,DPEP2NB
Gm23021,RNU1-61P
Gm26022,RNU6-365P
Samd4b,SAMD4B
Trbv30,TRBV29-1
Gm26257,RNU6-159P
Gm26257,RNU6-522P
Lnp1,LNP1
Plxnc1,PLXNC1
Moap1,MOAP1
Gm22888,SNORD121B
Zfp382,ZNF382
Peg10,PEG10
Mrpl33,MRPL33
Il4i1,IL4I1
Shld3,SHLD3
Gm23199,RNU6-800P
Gm22488,SNORA11B
Gm22488,SNORA11F
Oxct2b,OXCT2
Slc8a3,SLC8A3
Rad21l,RAD21L1
Gm22960,RNU6-1299P
Gm22965,RNU6-645P
Csnk2a1,CSNK2A1
Rfpl4b,RFPL4B
Gm11634,CCDC200
Slc45a4,SLC45A4
Scnm1,SCNM1
Galnt4,POC1B-GALNT4
Galnt4,GALNT4
Lim2,LIM2
Gm26049,RNU6-253P
Cnbd1,CNBD1
Sowahc,SOWAHC
2310034G01Rik,C10orf95
Casc3,CASC3
Ctdsp2,CTDSP2
Inafm1,INAFM1
Kti12,KTI12
Gm23946,SNORA74C-2
Gm23946,SNORA74C-1
Snord90,SNORD90
Alg6,ALG6
Trbv17,TRBV15
Gm45623,SMIM32
Mir541,MIR541
Rnf224,RNF224
Gm22929,RNU6-1276P
Trbv29,TRBV28
Gm24646,RNU6-215P
Zfp664,ZNF664
Syce3,SYCE3
Gp6,GP6
Psme3,PSME3
Mir381,MIR381
Trbv19,TRBV19
Cc2d2b,CC2D2B
Gm24378,RNU6-855P
Olfr688,OR56B4
Lekr1,LEKR1
Il11ra2,IL11RA
Gm24400,RNU6-311P
Tmem249,TMEM249
Mir770,MIR770
Slc48a1,SLC48A1
Nup62,NUP62
Olfr157,OR13C7
Gm13420,PRRT1B
Gm23787,SNORD114-14
Mos,MOS
Rasl2-9,RAN
Ccdc58,MIX23
Plac9a,PLAC9
Gm24582,RNU6-335P
Exosc6,EXOSC6
Igha,IGHA2
Gm25552,RNU6-1160P
Gm25552,RNU6-709P
Gm25552,RNU6-930P
Gm25552,RNU6-420P
Smim31,SMIM31
Gm22593,RNU6-194P
Kcne1l,KCNE5
Gm50367,ANTKMT
Gm25886,RNU6-223P
Cpne1,CPNE1
Actl10,ACTL10
Apoo,APOO
Fsbp,FSBP
Ppil6,PPIL6
Trav2,TRAV4
Gm22496,SNORD115-45
Mir299a,MIR299
Zfp628,ZNF628
Tmem185b,TMEM185B
Snord111,SNORD111
Olfr971,OR8G2P
Gm24504,RNU6-957P
Selenot,SELENOT
Ntn3,NTN3
Gm25112,RNU6-835P
Gm26084,RNU6-1213P
Gm26084,RNU6-1004P
Snord87,SNORD87
Gm23318,RNU6-604P
Sf3b5,SF3B5
Iqcn,IQCN
Gm24241,SNORA79
Gm25425,RNU6-173P
Zcchc3,ZCCHC3
Cntd1,CNTD1
Mir208b,MIR208B
Snord88c,SNORD88A
Gm38999,C19orf84
Gm23275,RNU6-319P
Mirlet7e,MIRLET7E
Fam174b,FAM174B
Gm22089,RNU6-1093P
Ccdc61,CCDC61
Ccdc71l,CCDC71L
Foxr1,FOXR1
Gbp5,GBP5
Pvrig,PVRIG
LIN54,LIN54
Gm24907,SNORA11E
Gm24907,SNORA11D
Gcnt7,GCNT7
Gm45716,SMIM36
Gm25995,RNU4-46P
Gm25995,RNU4-92P
Gm25995,RNU4-23P
Gm25995,RNU4-76P
Gm25995,RNU4-83P
Gm25995,RNU4-79P
Gm25995,RNU4-65P
Trbv5,TRBV4-2
Trbv5,TRBV4-1
Olfr663,OR56B2P
Mir1251,MIR1251
Tcf24,TCF24
Cdr1,CDR1
Nrbp2,NRBP2
Sp5,SP5
Gm5849,S100A9
Mir24-1,MIR24-1
Gm26425,RNU4-71P
Mir129b,MIR129-2
H2bc3,H2BC3
Rbis,RBIS
Gm26181,RNU6-1040P
Olfr650-ps1,OR52B6
Hps6,HPS6
SPATA5L1,SPATA5L1
Zfp408,ZNF408
Olfr520,OR2AT4
Gm25279,RNU4-30P
Gimap1,GIMAP1
Alg10b,ALG10
Ovgp1,OVGP1
Mon1b,MON1B
Trbv3,TRBV2
Gm25878,SNORD12C
Krtdap,KRTDAP
Mir125b-1,MIR125B1
Plcxd2,PLCXD2
Defb25,DEFB124
Chst14,CHST14
Hspa14,HSPA14
Kcng1,KCNG1
Olfr271-ps1,OR13C5
Olfr271-ps1,OR13C2
Olfr271-ps1,OR13C9
D430019H16Rik,C14orf132
Eef1akmt3,EEF1AKMT3
Gm25394,SNORA84
Capn3,CAPN3
Mir598,MIR598
Fam71e2,FAM71E2
Gm23538,RNU6-578P
Ccl28,CCL28
Msmp,MSMP
Gm22019,RNU6-545P
Mir9-3,MIR9-3
Olfr1303,OR4F3
Rnf148,RNF148
Gimd1,GIMD1
Zfp541,ZNF541
Etv3l,ETV3L
Mir100,MIR100
Mir190a,MIR190A
Pou3f1,POU3F1
Bbip1,BBIP1
Fam81b,FAM81B
Snord64,SNORD64
Zfp94,ZNF45
Ttbk2,TTBK2
Gm23422,RNU6-1156P
Ier5l,IER5L
Prnp,PRNP
Erich4,ERICH4
Sap25,SAP25
Rab9,RAB9A
Ehd2,EHD2
Gm12695,C1orf87
Sox2,SOX2
Gm17359,C4orf45
Chd2,CHD2
Tcerg1l,TCERG1L
Muc4,MUC4
Mir873b,MIR873
Slc22a30,SLC22A9
Tmem109,TMEM109
Farp2,FARP2
Dpy30,DPY30
Rnf223,RNF223
Krt20,KRT20
Gm23058,RNU6-482P
Gm23058,RNU6-296P
Gm23058,RNU6-1216P
Gm25835,SNORD10
Abcb5,ABCB5
Mknk1,MKNK1
Kntc1,KNTC1
Rplp1,RPLP1
Oas1c,OAS1
Sh2d5,SH2D5
4930451I11Rik,C16orf92
Slc25a23,SLC25A23
Rdh16f1,RDH16
Olfr1061,OR8K3
Letmd1,LETMD1
Wipi1,WIPI1
Apoc1,APOC1
Rtca,RTCA
Mfge8,MFGE8
Dab1,DAB1
Gm16367,PRAMEF12
Gm16367,PRAMEF15
Gm16367,PRAMEF14
Gm16367,PRAMEF19
Gm16367,PRAMEF17
Gm16367,PRAMEF20
Gm16367,PRAMEF27
Gm16367,PRAMEF25
Gm16367,PRAMEF26
Gm16367,PRAMEF9
Mir378a,MIR378A
Clhc1,CLHC1
Npas3,NPAS3
Timm22,TIMM22
Epha1,EPHA1
Pcdhb13,PCDHB6
Tdrd6,TDRD6
Rhebl1,RHEBL1
Rho,RHO
Phf7,PHF7
Lrig3,LRIG3
Plcb3,PLCB3
Atad3a,ATAD3A
Ptgr2,PTGR2
Rgs18,RGS18
Tmem221,TMEM221
Hnrnpa3,HNRNPA3
Sirt3,SIRT3
Nfasc,NFASC
Evpl,EVPL
Gadl1,GADL1
Henmt1,HENMT1
Nol3,NOL3
Olfr1006,OR9G4
Agap2,AGAP2
Apold1,APOLD1
Ttc1,TTC1
Ifih1,IFIH1
Mir302c,MIR302C
Sirt7,SIRT7
Snapin,SNAPIN
Paox,PAOX
Alpi,ALPP
Alpi,ALPG
Alpi,ALPI
St3gal5,ST3GAL5
Hspd1,HSPD1
Cog8,COG8
Olfr1224-ps1,OR4C15
St6galnac2,ST6GALNAC2
Itgb4,ITGB4
Pdpn,PDPN
Rabgef1,RABGEF1
H2-M11,HLA-E
H2-M11,HLA-C
H2-M11,HLA-B
H2-M11,HLA-G
Inpp4a,INPP4A
Gpr161,GPR161
Rfx3,RFX3
Olfr1099,OR8H3
Olfr1099,OR8H2
Olfr1099,OR8H1
Ccdc82,CCDC82
Elovl1,ELOVL1
Ubr3,UBR3
Gm49322,ADAT3
Pcdha2,PCDHA2
Otud1,OTUD1
Rasip1,RASIP1
Prkg2,PRKG2
Cpne9,CPNE9
Asnsd1,ASNSD1
Olfr316,OR2AK2
Fam43a,FAM43A
Cd34,CD34
Trp53i11,TP53I11
Pask,PASK
Riiad1,RIIAD1
Sox13,SOX13
Dhrs9,DHRS9
Ndufs3,NDUFS3
Pdzd7,PDZD7
Lad1,LAD1
Clk3,CLK3
Trav14d-2,TRAV23DV6
Gm10142,KRTAP4-5
Trav7n-4,TRAV12-1
Trav7n-4,TRAV12-2
Trav7n-4,TRAV12-3
Dync1h1,DYNC1H1
Rps28,RPS28
Hint1,HINT1
Slc25a48,SLC25A48
Olfr485,OR5P2
Pecr,PECR
Lrrtm4,LRRTM4
Nr5a2,NR5A2
Kif1a,KIF1A
Zfp207,ZNF207
Atg4b,ATG4B
Ccdc80,CCDC80
Slc25a25,SLC25A25
Il1r1,IL1R1
Mc1r,MC1R
Ube2u,UBE2U
Creld1,CRELD1
Elfn1,ELFN1
Tbca,TBCA
1700013F07Rik,C1orf194
Tnn,TNN
Dusp8,DUSP8
Lilra6,LILRB3
Csnk2b,CSNK2B
Ncdn,NCDN
Eipr1,EIPR1
Men1,MEN1
Try4,PRSS3
Try4,PRSS2
Igkv5-48,IGKV6-21
Igkv5-48,IGKV6D-21
Igkv5-48,IGKV6D-41
Hnf1b,HNF1B
Kndc1,KNDC1
Umps,UMPS
Zfp202,ZNF202
Alox12,ALOX12
Rpl37a,RPL37A
Chd4,CHD4
Htra2,HTRA2
Oxld1,OXLD1
Olfr109,OR12D3
Hps3,HPS3
Gm23547,SCARNA12
1110032F04Rik,C3orf80
Cd209c,CD209
Psmd2,PSMD2
Plk2,PLK2
Rbm4,RBM14-RBM4
Rbm4,RBM4
Tomm20,TOMM20
Rcc1l,RCC1L
Fcgr1,FCGR1A
Slc30a8,SLC30A8
Snora44,SNORA44
Fcer1g,FCER1G
Mug2,CPAMD8
Enpp1,ENPP1
Ly6g6f,LY6G6F
Ly6g6f,LY6G6F-LY6G6D
Coil,COIL
Mir16-2,MIR16-2
Cars,CARS1
1700025G04Rik,C1orf21
Epn2,EPN2
Tstd1,TSTD1
Alg9,ALG9
Nes,NES
Gm28230,HOXD4
Naa15,NAA15
Rpgrip1,RPGRIP1
Olfr1032,OR5M3
Amigo3,AMIGO3
Lexm,LEXM
Col4a3,COL4A3
Jchain,JCHAIN
Prss41,PRSS41
Rbm33,RBM33
Pipox,PIPOX
4931406C07Rik,C11orf54
Ccdc93,CCDC93
Lhfpl4,LHFPL4
Acy3,ACY3
Olfr1034,OR5M9
Parp1,PARP1
Stard7,STARD7
Copb1,COPB1
Trav9n-2,TRAV8-3
Krt26,KRT26
Zfp608,ZNF608
Brdt,BRDT
D7Ertd443e,C10orf90
Olfr560,OR51C1P
Rcan3,RCAN3
Ap4s1,AP4S1
Ptcd3,PTCD3
Gm25687,RN7SL87P
Gm23012,SNORA24B
Atxn2,ATXN2
P3h1,P3H1
Olfr981,OR10G6
Ctnnd1,CTNND1
Olfr452,OR2F1
Olfr452,OR2F2
Gng4,GNG4
Fndc5,FNDC5
Tmem40,TMEM40
Rmdn1,RMDN1
Fam163a,FAM163A
Anp32a,ANP32D
Gm22649,RN7SL147P
Pdcd6,PDCD6
Mmaa,MMAA
Cpne4,CPNE4
Dupd1,DUSP29
Olfr1019,OR5AR1
Ezh1,EZH1
Tsen15,TSEN15
Rnf186,RNF186
Umod,UMOD
Myct1,MYCT1
Zfp12,ZNF12
Tap1,TAP1
Usp7,USP7
Mir196b,MIR196B
Acan,ACAN
Vrk2,VRK2
Tmprss9,TMPRSS9
Ephb4,EPHB4
Zfp987,ZNF34
Hsd17b1,HSD17B1
Pde1a,PDE1A
Slc6a9,SLC6A9
Ect2l,ECT2L
Fcrlb,FCRLB
Olfr519,OR10A3
Olfr173,OR5K1
Olfr173,OR5K2
Arf1,ARF1
Cplane1,CPLANE1
Ces3b,CES3
Senp8,SENP8
Cap1,CAP1
Gm22053,SNORA73A
Egr2,EGR2
Sncaip,SNCAIP
Gpatch4,GPATCH4
Hic1,HIC1
Sra1,SRA1
Anapc16,ANAPC16
Olfr1494,OR10Q1
Hoxa13,HOXA13
Myo1c,MYO1C
Nat8f7,NAT8
Nat8f7,NAT8B
Naa25,NAA25
Ubap2,UBAP2
Fbxw18,FBXW12
Cacnb1,CACNB1
Isoc1,ISOC1
Tmem181a,TMEM181
Numb,NUMB
Scly,SCLY
Kcnmb1,KCNMB1
Ctla4,CTLA4
Ier2,IER2
Nol7,NOL7
Sh3bgrl3,SH3BGRL3
Nxnl1,NXNL1
Exosc9,EXOSC9
Rhbdl1,RHBDL1
Pigf,PIGF
Dctn2,DCTN2
Bbs5,BBS5
Ppif,PPIF
Tnrc18,TNRC18
Tars,TARS1
Psmc3,PSMC3
Otop3,OTOP3
Kif21a,KIF21A
Psmc5,PSMC5
Spata46,SPATA46
Gm6657,CCDC196
Agt,AGT
Cdc25a,CDC25A
Nrxn1,NRXN1
Pou2f2,POU2F2
Zxdc,ZXDC
Tomm7,TOMM7
Abcb10,ABCB10
Ppp1r10,PPP1R10
Cant1,CANT1
Olfr716,OR2D3
Kif17,KIF17
Ocln,OCLN
Mrpl10,MRPL10
Epc2,EPC2
Cadm1,CADM1
Fat2,FAT2
Mpl,MPL
Olfr726,OR4K15
Olfr1252,OR4A16
Ighv8-2,IGHV2-5
Ighv8-2,IGHV2-70D
Ighv8-2,IGHV2-70
Defa23,DEFA1
Defa23,DEFA1B
S100a5,S100A5
Nr1i2,NR1I2
Cort,CORT
Ppp2r3c,PPP2R3C
Prss33,PRSS33
H3c15,H3C15
Ankfn1,ANKFN1
Tlk2,TLK2
Wapl,WAPL
Ly6g6c,LY6G6C
Ms4a4c,MS4A4E
Ms4a4c,MS4A4A
D130043K22Rik,KIAA0319
Ercc2,ERCC2
Wdr25,WDR25
Ttc30a2,TTC30B
Ttc30a2,TTC30A
Otos,OTOS
Olfr294,OR14A2
Mir10a,MIR10A
Krt12,KRT12
Ano5,ANO5
Vrk1,VRK1
Adam39,ADAM20
Tox4,TOX4
Ndufc1,NDUFC1
Dph1,DPH1
Leng8,LENG8
Slamf7,SLAMF7
Rif1,RIF1
Gata4,GATA4
Lclat1,LCLAT1
Gm26257,RNU6-509P
Gm26257,RNU6-1147P
Rcvrn,RCVRN
Rc3h1,RC3H1
Rfx7,RFX7
Creb3l4,CREB3L4
Spag11b,SPAG11B
Ddx59,DDX59
Avpr1b,AVPR1B
Ces2c,CES2
Mrpl42,MRPL42
Rac1,RAC1
Per3,PER3
Usp32,USP32
Mir218-2,MIR218-2
Nnmt,NNMT
Slc39a3,SLC39A3
Cadm3,CADM3
Ube2q1,UBE2Q1
Zfp474,ZNF474
Ptges3l,PTGES3L
Keap1,KEAP1
Tmem234,TMEM234
Lcp2,LCP2
Stx1a,STX1A
Zfp768,ZNF768
Rangrf,RANGRF
Prkag3,PRKAG3
Muc3a,MUC3A
Vmn1r53,VN1R5
Ifi205,MNDA
Gm25411,RNU1-93P
Hnrnpr,HNRNPR
Snora7a,SNORA7A
Snora7a,SNORA7B
Il19,IL19
Olfr24,OR1M1
Gabrb2,GABRB2
Dapk2,DAPK2
Rgs8,RGS8
Snord70,SNORD70
Numbl,NUMBL
Cyp3a25,CYP3A7-CYP3A51P
Cnot1,CNOT1
Zcchc17,ZCCHC17
Ndufa3,NDUFA3
Bad,BAD
Olfr1461,OR5B3
Otog,OTOG
